"Statistic Label","Year","Age Group","Sex","County","UNIT","VALUE"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Louth","Thousand","70.8"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Limerick","Thousand","104.5"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Leitrim","Thousand","17.7"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Laois","Thousand","47.1"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Meath","Thousand","110.4"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Monaghan","Thousand","33.6"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Mayo","Thousand","72.5"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Offaly","Thousand","43.1"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Roscommon","Thousand","36"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Sligo","Thousand","35.2"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Tipperary","Thousand","86.6"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Waterford","Thousand","63.6"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Wicklow","Thousand","79.8"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Westmeath","Thousand","48.6"
"Estimated Population (Persons in April)","2023","All ages","Male","Co. Wexford","Thousand","81.9"
"Estimated Population (Persons in April)","2023","All ages","Female","Ireland","Thousand","2675.4"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Clare","Thousand","67.6"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Cork","Thousand","300.3"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Cavan","Thousand","41.2"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Carlow","Thousand","32.1"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Donegal","Thousand","88.8"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Dublin","Thousand","765.6"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Galway","Thousand","143.1"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Kildare","Thousand","125.4"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Kilkenny","Thousand","55"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Kerry","Thousand","83.5"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Longford","Thousand","22.6"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Louth","Thousand","72.3"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Limerick","Thousand","107.4"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Leitrim","Thousand","17.9"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Laois","Thousand","46.9"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Meath","Thousand","111.9"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Monaghan","Thousand","33.2"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Mayo","Thousand","73.6"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Offaly","Thousand","43.9"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Roscommon","Thousand","36.2"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Sligo","Thousand","36.1"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Tipperary","Thousand","89"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Waterford","Thousand","65.5"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Wicklow","Thousand","81.8"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Westmeath","Thousand","49.8"
"Estimated Population (Persons in April)","2023","All ages","Female","Co. Wexford","Thousand","84.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Ireland","Thousand","293.2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Clare","Thousand","7.1"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Cork","Thousand","30.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Cavan","Thousand","4.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Carlow","Thousand","3.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Donegal","Thousand","10.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Dublin","Thousand","84.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Galway","Thousand","15.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Kildare","Thousand","14.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Kilkenny","Thousand","5.7"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Kerry","Thousand","8.8"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Longford","Thousand","2.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Louth","Thousand","8.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Limerick","Thousand","11.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Leitrim","Thousand","2.1"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Laois","Thousand","5.1"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Meath","Thousand","13.2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Monaghan","Thousand","3.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Mayo","Thousand","8.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Offaly","Thousand","4.8"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Roscommon","Thousand","3.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Sligo","Thousand","4.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Tipperary","Thousand","9.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Waterford","Thousand","6.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Wicklow","Thousand","9.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Westmeath","Thousand","5.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Both sexes","Co. Wexford","Thousand","9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Ireland","Thousand","148.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Clare","Thousand","3.6"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Cork","Thousand","15.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Cavan","Thousand","2.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Carlow","Thousand","1.7"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Donegal","Thousand","5.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Dublin","Thousand","42.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Galway","Thousand","8"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Kildare","Thousand","7.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Kilkenny","Thousand","2.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Kerry","Thousand","4.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Longford","Thousand","1.2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Louth","Thousand","4.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Limerick","Thousand","5.7"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Leitrim","Thousand","1"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Laois","Thousand","2.6"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Meath","Thousand","6.8"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Monaghan","Thousand","2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Mayo","Thousand","4.2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Offaly","Thousand","2.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Roscommon","Thousand","2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Sligo","Thousand","2.2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Tipperary","Thousand","4.8"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Waterford","Thousand","3.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Wicklow","Thousand","4.7"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Westmeath","Thousand","2.8"
"Estimated Population (Persons in April)","2024","0 - 4 years","Male","Co. Wexford","Thousand","4.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Ireland","Thousand","144.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Clare","Thousand","3.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Cork","Thousand","15"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Cavan","Thousand","2.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Carlow","Thousand","1.7"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Donegal","Thousand","5.2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Dublin","Thousand","41.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Galway","Thousand","7.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Kildare","Thousand","7"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Kilkenny","Thousand","2.8"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Kerry","Thousand","4.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Longford","Thousand","1.2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Louth","Thousand","4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Limerick","Thousand","5.6"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Leitrim","Thousand","1.1"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Laois","Thousand","2.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Meath","Thousand","6.4"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Monaghan","Thousand","1.9"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Mayo","Thousand","4.1"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Offaly","Thousand","2.3"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Roscommon","Thousand","2"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Sligo","Thousand","2.1"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Tipperary","Thousand","4.6"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Waterford","Thousand","3.5"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Wicklow","Thousand","4.6"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Westmeath","Thousand","2.7"
"Estimated Population (Persons in April)","2024","0 - 4 years","Female","Co. Wexford","Thousand","4.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Ireland","Thousand","335.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Clare","Thousand","8.2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Cork","Thousand","37"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Cavan","Thousand","5.9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Carlow","Thousand","4.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Donegal","Thousand","12.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Dublin","Thousand","91.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Galway","Thousand","17.8"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Kildare","Thousand","17.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Kilkenny","Thousand","6.8"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Kerry","Thousand","10.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Longford","Thousand","2.9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Louth","Thousand","8.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Limerick","Thousand","13.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Leitrim","Thousand","2.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Laois","Thousand","6.2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Meath","Thousand","15.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Monaghan","Thousand","4.8"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Mayo","Thousand","9.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Offaly","Thousand","5.7"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Roscommon","Thousand","4.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Sligo","Thousand","4.9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Tipperary","Thousand","11"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Waterford","Thousand","8"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Wicklow","Thousand","11"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Westmeath","Thousand","6.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Both sexes","Co. Wexford","Thousand","10.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Ireland","Thousand","171.7"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Clare","Thousand","4.2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Cork","Thousand","19.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Cavan","Thousand","3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Carlow","Thousand","2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Donegal","Thousand","6.2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Dublin","Thousand","46.7"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Galway","Thousand","9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Kildare","Thousand","9.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Kilkenny","Thousand","3.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Kerry","Thousand","5.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Longford","Thousand","1.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Louth","Thousand","4.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Limerick","Thousand","6.6"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Leitrim","Thousand","1.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Laois","Thousand","3.2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Meath","Thousand","7.8"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Monaghan","Thousand","2.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Mayo","Thousand","4.8"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Offaly","Thousand","2.9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Roscommon","Thousand","2.2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Sligo","Thousand","2.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Tipperary","Thousand","5.6"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Waterford","Thousand","4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Wicklow","Thousand","5.8"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Westmeath","Thousand","3.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Male","Co. Wexford","Thousand","5.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Ireland","Thousand","163.7"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Clare","Thousand","4.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Cork","Thousand","17.9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Cavan","Thousand","2.9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Carlow","Thousand","2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Donegal","Thousand","5.9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Dublin","Thousand","44.7"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Galway","Thousand","8.7"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Kildare","Thousand","8.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Kilkenny","Thousand","3.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Kerry","Thousand","5.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Longford","Thousand","1.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Louth","Thousand","3.9"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Limerick","Thousand","6.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Leitrim","Thousand","1.2"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Laois","Thousand","3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Meath","Thousand","7.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Monaghan","Thousand","2.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Mayo","Thousand","4.5"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Offaly","Thousand","2.7"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Roscommon","Thousand","2.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Sligo","Thousand","2.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Tipperary","Thousand","5.4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Waterford","Thousand","4"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Wicklow","Thousand","5.3"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Westmeath","Thousand","3.1"
"Estimated Population (Persons in April)","2024","5 - 9 years","Female","Co. Wexford","Thousand","5.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Ireland","Thousand","381.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Clare","Thousand","9.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Cork","Thousand","42.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Cavan","Thousand","6.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Carlow","Thousand","4.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Donegal","Thousand","13.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Dublin","Thousand","101.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Galway","Thousand","20.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Kildare","Thousand","19.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Kilkenny","Thousand","8.2"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Kerry","Thousand","11"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Longford","Thousand","3.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Louth","Thousand","11.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Limerick","Thousand","15"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Leitrim","Thousand","2.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Laois","Thousand","7.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Meath","Thousand","18.6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Monaghan","Thousand","5.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Mayo","Thousand","9.9"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Offaly","Thousand","6.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Roscommon","Thousand","5.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Sligo","Thousand","5.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Tipperary","Thousand","12.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Waterford","Thousand","9.2"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Wicklow","Thousand","12.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Westmeath","Thousand","7.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Both sexes","Co. Wexford","Thousand","12.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Ireland","Thousand","195.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Clare","Thousand","4.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Cork","Thousand","21.9"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Cavan","Thousand","3.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Carlow","Thousand","2.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Donegal","Thousand","7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Dublin","Thousand","51.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Galway","Thousand","10.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Kildare","Thousand","10.2"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Kilkenny","Thousand","4.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Kerry","Thousand","5.6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Longford","Thousand","1.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Louth","Thousand","5.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Limerick","Thousand","7.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Leitrim","Thousand","1.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Laois","Thousand","3.9"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Meath","Thousand","9.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Monaghan","Thousand","2.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Mayo","Thousand","5.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Offaly","Thousand","3.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Roscommon","Thousand","2.6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Sligo","Thousand","2.9"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Tipperary","Thousand","6.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Waterford","Thousand","4.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Wicklow","Thousand","6.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Westmeath","Thousand","3.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Male","Co. Wexford","Thousand","6.2"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Ireland","Thousand","186.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Clare","Thousand","4.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Cork","Thousand","20.9"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Cavan","Thousand","3.3"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Carlow","Thousand","2.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Donegal","Thousand","6.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Dublin","Thousand","49.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Galway","Thousand","9.9"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Kildare","Thousand","9.7"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Kilkenny","Thousand","4.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Kerry","Thousand","5.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Longford","Thousand","1.6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Louth","Thousand","5.4"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Limerick","Thousand","7.3"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Leitrim","Thousand","1.3"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Laois","Thousand","3.6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Meath","Thousand","9"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Monaghan","Thousand","2.6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Mayo","Thousand","4.8"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Offaly","Thousand","3.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Roscommon","Thousand","2.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Sligo","Thousand","2.6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Tipperary","Thousand","6.1"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Waterford","Thousand","4.5"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Wicklow","Thousand","6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Westmeath","Thousand","3.6"
"Estimated Population (Persons in April)","2024","10 - 14 years","Female","Co. Wexford","Thousand","5.9"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Ireland","Thousand","359"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Clare","Thousand","9.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Cork","Thousand","40.3"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Cavan","Thousand","5.9"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Carlow","Thousand","4.7"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Donegal","Thousand","12.4"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Dublin","Thousand","90.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Galway","Thousand","19.1"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Kildare","Thousand","18.5"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Kilkenny","Thousand","7.9"
"Estimated Population (Persons in April)","2024","15 - 19 years","Both sexes","Co. Kerry","Thousand","11.1"
