"Statistic Label","Month","Type of Residential Property","UNIT","VALUE"
"Percentage Change over 12 months for Residential Property Price Index","2016 December","Mid-East - houses","%","8.3"
"Percentage Change over 12 months for Residential Property Price Index","2016 December","Mid-West - houses","%","9.8"
"Percentage Change over 12 months for Residential Property Price Index","2016 December","South-East - houses","%","12.9"
"Percentage Change over 12 months for Residential Property Price Index","2016 December","South-West - houses","%","10.6"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","National - all residential properties","%","8.7"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","National - houses","%","8.4"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","National - apartments","%","10.3"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Dublin - all residential properties","%","5.8"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Dublin - houses","%","5.1"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Dublin - apartments","%","8.3"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Dublin City - houses","%","7.1"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Dun Laoghaire-Rathdown - houses","%","8.2"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Fingal - houses","%","-0.2"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","South Dublin - houses","%","7.9"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","National excluding Dublin - all residential properties","%","11.6"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","National excluding Dublin - houses","%","11.2"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","National excluding Dublin - apartments","%","15.9"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Border - houses","%","5.6"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Midland - houses","%","10.3"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","West - houses","%","16.4"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Mid-East - houses","%","10"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","Mid-West - houses","%","10"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","South-East - houses","%","15.2"
"Percentage Change over 12 months for Residential Property Price Index","2017 January","South-West - houses","%","9.2"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","National - all residential properties","%","9.6"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","National - houses","%","9.5"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","National - apartments","%","10.4"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Dublin - all residential properties","%","6.8"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Dublin - houses","%","6.6"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Dublin - apartments","%","7.9"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Dublin City - houses","%","8.3"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Dun Laoghaire-Rathdown - houses","%","8.7"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Fingal - houses","%","1"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","South Dublin - houses","%","8.2"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","National excluding Dublin - all residential properties","%","12.4"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","National excluding Dublin - houses","%","12.1"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","National excluding Dublin - apartments","%","16.9"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Border - houses","%","12.2"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Midland - houses","%","10.9"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","West - houses","%","16.2"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Mid-East - houses","%","10.9"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","Mid-West - houses","%","9.5"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","South-East - houses","%","15.1"
"Percentage Change over 12 months for Residential Property Price Index","2017 February","South-West - houses","%","9.5"
"Percentage Change over 12 months for Residential Property Price Index","2017 March","National - all residential properties","%","9.8"
"Percentage Change over 12 months for Residential Property Price Index","2017 March","National - houses","%","9.8"
"Percentage Change over 12 months for Residential Property Price Index","2017 March","National - apartments","%","10.1"
"Percentage Change over 12 months for Residential Property Price Index","2017 March","Dublin - all residential properties","%","7.2"
